Customer_ID,Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure_Months,Number_of_Purchases,Support_Requests,Login_Frequency,Last_Activity_Days_Ago,Satisfaction_Score,Payment_Method,Contract_Type,Discount_Used,Referral_Source,Auto_Renew,Device_Type,Internet_Speed,Customer_Lifetime_Value,Churn
CUST000275,59.0,Female,Boston,Basic,20.5,,19.0,1.0,32.0,6.0,9.0,Debit Card,Quarterly,Yes,Friend,No,iPhone,Fast,,No
CUST001264,35.0,Female,Chicago,Basic,30.94,2.0,1.0,0.0,66.0,50.0,9.0,PayPal,Quarterly,No,Friend,Yes,Android,Medium,,No
CUST001361,35.0,Female,Seattle,Premium,143.59,14.0,17.0,0.0,80.0,36.0,9.0,Debit Card,Quarterly,No,Friend,No,iPhone,Medium,2335.76,No
CUST001445,38.0,,Los Angeles,Enterprise,300.0,13.0,14.0,0.0,79.0,0.0,,,Monthly,No,Friend,Yes,Android,Medium,3049.32,No
CUST001555,23.0,Male,Austin,Standard,68.7,3.0,2.0,1.0,44.0,25.0,8.0,Debit Card,Quarterly,,Friend,Yes,Desktop,Fast,50.0,No
CUST001627,18.0,Female,Columbus,Basic,22.52,37.0,50.0,1.0,92.0,0.0,10.0,Credit Card,Yearly,Yes,Advertisement,Yes,iPhone,Fast,767.93,No
CUST000358,43.0,Female,Houston,Standard,36.08,14.0,7.0,2.0,20.0,25.0,5.0,Debit Card,Yearly,No,Friend,No,Desktop,Medium,259.47,Yes
CUST000746,51.0,Female,New York,Premium,207.97,13.0,18.0,0.0,66.0,0.0,10.0,PayPal,Monthly,No,Social Media,Yes,Desktop,Slow,2726.91,No
CUST000307,36.0,Female,Charlotte,Premium,103.07,2.0,3.0,2.0,82.0,24.0,9.0,PayPal,Monthly,No,Advertisement,Yes,iPhone,,,No
CUST000484,47.0,Female,Nashville,Enterprise,267.89,4.0,3.0,1.0,37.0,,9.0,Credit Card,Monthly,No,Friend,No,Android,Medium,873.18,Yes
CUST001265,39.0,Male,Dallas,Premium,92.42,25.0,37.0,0.0,84.0,11.0,10.0,Debit Card,Quarterly,No,Friend,No,Desktop,Medium,2507.75,No
CUST001279,44.0,Female,Seattle,Basic,15.36,16.0,11.0,2.0,50.0,0.0,6.0,Credit Card,Quarterly,No,Advertisement,No,iPhone,Medium,66.13,No
CUST000700,38.0,Male,San Diego,Standard,59.19,32.0,43.0,4.0,64.0,18.0,10.0,Bank Transfer,Yearly,No,Advertisement,Yes,iPhone,Medium,1225.08,No
CUST000848,50.0,,Portland,Standard,48.76,4.0,3.0,0.0,40.0,7.0,8.0,Bank Transfer,Monthly,No,Organic Search,Yes,iPhone,Medium,50.0,No
CUST000112,43.0,Male,Philadelphia,Basic,30.99,9.0,7.0,3.0,51.0,62.0,8.0,Credit Card,Monthly,Yes,Friend,Yes,Tablet,Medium,610.9,No
CUST001561,35.0,Male,Philadelphia,Basic,23.88,6.0,3.0,3.0,43.0,65.0,7.0,PayPal,Yearly,Yes,Organic Search,Yes,Desktop,Slow,50.0,No
CUST000199,40.0,Male,San Jose,Basic,14.36,10.0,5.0,1.0,33.0,39.0,7.0,PayPal,Monthly,Yes,Organic Search,No,,Medium,175.37,Yes
CUST001957,51.0,Male,Austin,Enterprise,241.53,7.0,9.0,0.0,51.0,0.0,10.0,Credit Card,Monthly,Yes,Friend,No,iPhone,,1940.97,No
CUST000560,29.0,Male,Phoenix,Standard,27.51,33.0,18.0,2.0,49.0,39.0,7.0,PayPal,Quarterly,No,Organic Search,Yes,Desktop,Medium,1415.66,No
CUST001575,23.0,Female,New York,Basic,14.17,5.0,4.0,3.0,,28.0,6.0,Debit Card,Quarterly,Yes,Friend,Yes,Android,Fast,137.15,No
CUST001074,21.0,Male,Seattle,Premium,207.64,15.0,7.0,5.0,32.0,73.0,5.0,PayPal,Monthly,Yes,Advertisement,No,iPhone,Medium,3042.26,Yes
CUST001377,47.0,Male,Columbus,Standard,29.48,10.0,15.0,0.0,81.0,1.0,9.0,PayPal,Yearly,No,Organic Search,No,iPhone,Medium,364.19,No
CUST000391,18.0,Female,Columbus,Basic,294.2,8.0,7.0,1.0,24.0,52.0,7.0,Credit Card,Quarterly,No,Email Campaign,No,Tablet,Medium,541.85,No
CUST001639,40.0,Male,Boston,Premium,113.78,15.0,7.0,2.0,47.0,,10.0,PayPal,Yearly,Yes,Advertisement,No,Android,Fast,1911.3,No
CUST001348,31.0,Female,San Jose,Basic,16.68,8.0,2.0,3.0,34.0,60.0,7.0,Bank Transfer,Quarterly,Yes,Social Media,No,Tablet,Slow,50.0,No
CUST001667,43.0,,San Antonio,Premium,56.19,13.0,12.0,0.0,53.0,3.0,8.0,Debit Card,Yearly,No,Advertisement,Yes,Android,Fast,1013.6,No
CUST000646,38.0,Female,Jacksonville,Standard,37.49,1.0,1.0,3.0,63.0,12.0,8.0,Debit Card,Quarterly,No,Organic Search,Yes,Tablet,Slow,50.0,No
CUST001258,40.0,Male,Philadelphia,Standard,29.19,10.0,4.0,5.0,8.0,65.0,6.0,Credit Card,Yearly,No,Social Media,No,iPhone,Medium,277.39,Yes
CUST000338,44.0,Male,Chicago,Premium,112.19,21.0,23.0,0.0,43.0,54.0,9.0,Credit Card,Quarterly,Yes,Organic Search,No,Desktop,Medium,1859.35,No
CUST000769,25.0,Male,Philadelphia,Premium,88.8,18.0,6.0,1.0,24.0,89.0,7.0,Bank Transfer,Yearly,No,Social Media,Yes,Desktop,Medium,2651.05,No
CUST001987,42.0,Male,Jacksonville,Basic,22.56,10.0,5.0,1.0,53.0,,9.0,Debit Card,Quarterly,No,Organic Search,No,Desktop,Medium,324.99,No
CUST000955,31.0,Male,Portland,Premium,95.3,5.0,5.0,2.0,28.0,17.0,7.0,Credit Card,Monthly,Yes,Advertisement,No,Desktop,Medium,531.1,No
CUST001704,18.0,Male,Phoenix,Standard,60.47,4.0,1.0,3.0,30.0,83.0,6.0,Cash,Monthly,Yes,Advertisement,No,Android,Fast,270.6,Yes
CUST000085,26.0,Male,New York,Enterprise,245.59,9.0,7.0,2.0,55.0,24.0,8.0,PayPal,Quarterly,No,Organic Search,No,Desktop,Fast,1661.08,No
CUST000132,23.0,Male,San Antonio,Basic,15.61,19.0,23.0,1.0,67.0,22.0,9.0,Credit Card,Monthly,No,Social Media,Yes,Android,Medium,420.76,No
CUST000904,59.0,Female,Austin,Standard,42.35,1.0,0.0,2.0,40.0,50.0,8.0,Debit Card,Monthly,Yes,Friend,Yes,Desktop,Fast,50.0,No
CUST001550,45.0,Male,Jacksonville,Enterprise,300.0,2.0,0.0,6.0,12.0,57.0,6.0,Debit Card,Quarterly,No,Social Media,No,Android,Fast,575.55,Yes
CUST000342,44.0,Female,Houston,Basic,18.11,9.0,6.0,1.0,54.0,51.0,10.0,PayPal,Quarterly,No,Organic Search,Yes,iPhone,Medium,331.49,No
CUST000889,18.0,Female,Seattle,Basic,10.0,3.0,1.0,2.0,49.0,30.0,6.0,Debit Card,Monthly,Yes,Social Media,No,iPhone,Fast,115.75,No
CUST001813,43.0,Male,Philadelphia,Basic,16.63,8.0,4.0,2.0,22.0,49.0,8.0,Debit Card,Yearly,Yes,Friend,Yes,Android,Slow,50.0,No
CUST001295,43.0,,Dallas,Premium,100.25,24.0,2.0,3.0,0.0,93.0,5.0,Credit Card,Quarterly,No,Organic Search,No,Android,Medium,1972.78,Yes
CUST001444,57.0,Male,Charlotte,Basic,11.38,2.0,1.0,2.0,13.0,51.0,6.0,Debit Card,Monthly,Yes,Organic Search,Yes,Desktop,Fast,76.07,Yes
CUST001918,52.0,Female,Houston,Standard,72.87,71.0,56.0,0.0,30.0,77.0,8.0,Debit Card,Quarterly,Yes,Advertisement,No,iPhone,Medium,4947.78,Yes
CUST001883,35.0,Female,Columbus,Enterprise,264.53,26.0,23.0,1.0,60.0,20.0,8.0,PayPal,Quarterly,Yes,Advertisement,No,Desktop,Fast,5308.21,No
CUST001626,54.0,Male,Columbus,Standard,30.72,7.0,6.0,1.0,43.0,62.0,7.0,PayPal,Yearly,No,Friend,Yes,iPhone,Slow,50.0,No
CUST000079,48.0,Male,Austin,Standard,35.54,23.0,6.0,5.0,28.0,86.0,6.0,PayPal,Monthly,No,Social Media,Yes,,Medium,770.4,Yes
CUST001670,32.0,Female,San Diego,Standard,24.15,15.0,9.0,0.0,27.0,44.0,8.0,PayPal,Quarterly,No,Organic Search,Yes,iPhone,Medium,433.33,No
CUST000005,18.0,Male,San Antonio,Enterprise,,21.0,14.0,2.0,86.0,7.0,10.0,Cash,Quarterly,No,Social Media,Yes,iPhone,Medium,4117.83,No
CUST000063,42.0,Female,Dallas,Basic,16.16,7.0,6.0,2.0,46.0,17.0,7.0,Debit Card,Monthly,No,Advertisement,Yes,iPhone,Medium,50.0,No
CUST001239,47.0,Male,Dallas,Basic,16.38,38.0,18.0,4.0,32.0,47.0,7.0,Bank Transfer,Yearly,No,Social Media,No,Desktop,Medium,680.56,No
CUST000814,34.0,Female,Portland,Standard,37.37,4.0,4.0,2.0,38.0,46.0,10.0,Cash,Monthly,No,Friend,No,Desktop,Fast,310.68,Yes
CUST000220,32.0,Female,Jacksonville,Standard,297.11,41.0,,,9.0,76.0,5.0,Debit Card,Monthly,Yes,Advertisement,No,Desktop,Fast,3191.64,Yes
CUST001245,53.0,Male,Nashville,Premium,88.3,13.0,4.0,5.0,31.0,63.0,4.0,Credit Card,Quarterly,Yes,Advertisement,No,Android,Medium,893.85,Yes
CUST000838,57.0,Female,Portland,Premium,160.66,23.0,6.0,3.0,3.0,35.0,6.0,Debit Card,Yearly,No,Email Campaign,Yes,Android,Medium,4980.81,No
CUST000308,56.0,Male,Houston,Standard,67.34,16.0,8.0,4.0,16.0,66.0,4.0,Credit Card,Monthly,No,Organic Search,No,iPhone,Medium,1253.17,Yes
CUST001632,30.0,Male,San Jose,Standard,25.87,8.0,2.0,5.0,21.0,84.0,7.0,Debit Card,Monthly,Yes,Friend,Yes,iPhone,Slow,328.42,Yes
CUST000871,43.0,Male,Dallas,Standard,40.8,,5.0,4.0,18.0,64.0,6.0,Cash,Monthly,Yes,Email Campaign,Yes,Desktop,Medium,455.68,No
CUST000302,22.0,Female,San Jose,Premium,119.1,5.0,1.0,3.0,0.0,65.0,6.0,Debit Card,Quarterly,No,Friend,No,iPhone,Medium,278.05,Yes
CUST001072,27.0,Male,Charlotte,Standard,32.79,31.0,22.0,3.0,21.0,61.0,7.0,Debit Card,Quarterly,No,Social Media,Yes,Android,Slow,624.31,No
CUST001951,41.0,Male,Jacksonville,Premium,130.5,20.0,21.0,1.0,44.0,24.0,7.0,Credit Card,Quarterly,Yes,Advertisement,No,Desktop,Medium,2849.84,No
CUST001154,33.0,Male,Nashville,Standard,91.65,12.0,7.0,1.0,25.0,47.0,8.0,,Yearly,Yes,Friend,Yes,Desktop,Slow,1042.08,No
CUST000798,53.0,Male,Nashville,Basic,10.25,7.0,2.0,2.0,16.0,38.0,7.0,PayPal,Monthly,No,Friend,No,iPhone,Slow,71.17,Yes
CUST001400,23.0,Female,Los Angeles,Basic,21.21,4.0,2.0,2.0,29.0,94.0,8.0,PayPal,Monthly,No,Social Media,Yes,Android,Slow,84.67,Yes
CUST001804,35.0,Male,Jacksonville,Basic,18.16,9.0,3.0,0.0,34.0,62.0,7.0,Credit Card,Quarterly,No,Friend,No,Android,Fast,421.08,No
CUST001723,32.0,Male,San Antonio,Standard,54.01,3.0,3.0,1.0,44.0,38.0,6.0,Bank Transfer,Monthly,No,Advertisement,No,Desktop,Medium,194.78,Yes
CUST001877,49.0,Female,Seattle,Premium,109.95,3.0,1.0,3.0,25.0,74.0,7.0,Credit Card,Monthly,No,Organic Search,No,Tablet,Slow,217.72,Yes
CUST001096,55.0,Male,Indianapolis,Basic,23.51,5.0,3.0,2.0,,35.0,8.0,Debit Card,Monthly,No,Advertisement,No,iPhone,Medium,55.35,No
CUST001808,40.0,Male,Charlotte,Premium,98.27,2.0,1.0,1.0,35.0,74.0,7.0,Bank Transfer,Quarterly,No,Email Campaign,No,iPhone,Slow,50.0,Yes
CUST000693,51.0,Female,Chicago,Standard,38.2,9.0,2.0,3.0,8.0,47.0,6.0,Credit Card,Quarterly,No,Friend,No,iPhone,Slow,687.28,Yes
CUST001382,18.0,Male,Indianapolis,Basic,15.85,3.0,1.0,2.0,28.0,49.0,5.0,PayPal,Monthly,Yes,Email Campaign,Yes,,Medium,50.0,Yes
CUST000803,44.0,Male,Charlotte,Basic,13.62,16.0,4.0,4.0,27.0,81.0,6.0,Debit Card,Quarterly,No,Organic Search,Yes,Android,Slow,155.79,Yes
CUST001331,18.0,Male,Austin,Basic,21.02,22.0,23.0,0.0,47.0,40.0,7.0,Credit Card,Quarterly,Yes,Email Campaign,Yes,iPhone,Medium,815.77,No
CUST001925,39.0,Male,Charlotte,Standard,41.33,13.0,2.0,3.0,11.0,40.0,5.0,Bank Transfer,Yearly,No,Advertisement,No,iPhone,Slow,535.26,No
CUST000583,36.0,Male,Philadelphia,Premium,120.74,32.0,19.0,2.0,52.0,52.0,7.0,Credit Card,Monthly,No,Advertisement,No,Android,Medium,2690.41,No
CUST000698,28.0,Male,Charlotte,Premium,78.43,8.0,8.0,1.0,49.0,27.0,10.0,Bank Transfer,Monthly,Yes,Advertisement,No,Desktop,Slow,256.71,No
CUST001696,45.0,Male,Dallas,Standard,52.45,6.0,5.0,1.0,63.0,7.0,9.0,Debit Card,Yearly,No,Advertisement,No,Android,Medium,434.21,No
CUST000135,22.0,Female,Boston,Standard,50.21,5.0,4.0,1.0,23.0,16.0,8.0,Debit Card,Monthly,No,Social Media,No,Desktop,Medium,100.36,Yes
CUST001652,55.0,Male,Dallas,Basic,14.56,44.0,37.0,1.0,34.0,44.0,8.0,Credit Card,Yearly,No,Organic Search,,Android,Medium,585.57,No
CUST000734,38.0,Male,Los Angeles,Premium,95.54,5.0,2.0,2.0,32.0,70.0,8.0,Credit Card,Monthly,Yes,Social Media,No,Desktop,Slow,50.0,Yes
CUST000952,45.0,Female,Los Angeles,Standard,47.24,45.0,32.0,0.0,89.0,0.0,9.0,Credit Card,Yearly,Yes,Social Media,Yes,iPhone,Medium,1828.81,No
CUST001829,29.0,Male,Charlotte,Standard,44.4,5.0,5.0,2.0,69.0,0.0,8.0,Credit Card,Quarterly,Yes,Organic Search,Yes,iPhone,Slow,234.47,No
CUST000917,57.0,Female,Seattle,Basic,14.16,45.0,18.0,3.0,39.0,49.0,8.0,Bank Transfer,Yearly,No,Friend,Yes,Android,Fast,705.46,No
CUST001412,67.0,Female,Houston,Standard,63.54,1.0,1.0,3.0,,73.0,7.0,PayPal,Yearly,No,Social Media,,Android,Fast,168.7,No
CUST001390,29.0,Male,Columbus,Standard,66.2,4.0,3.0,1.0,26.0,40.0,6.0,Debit Card,Yearly,,Friend,Yes,iPhone,Medium,476.51,No
CUST001470,19.0,Female,Charlotte,Basic,14.47,16.0,6.0,4.0,20.0,90.0,6.0,Credit Card,Quarterly,No,Friend,Yes,iPhone,Fast,384.34,Yes
CUST000905,33.0,Female,New York,Standard,63.07,8.0,2.0,2.0,39.0,49.0,6.0,Debit Card,Yearly,No,Organic Search,No,Desktop,Slow,680.61,No
CUST001521,25.0,Female,Portland,Standard,28.64,3.0,3.0,4.0,31.0,31.0,6.0,,Monthly,No,Email Campaign,Yes,Desktop,Medium,210.72,No
CUST000211,51.0,Female,Portland,Premium,161.93,15.0,21.0,0.0,75.0,9.0,10.0,Debit Card,Quarterly,Yes,Email Campaign,No,Android,Medium,2540.65,No
CUST000388,46.0,Female,San Jose,Standard,15.58,20.0,2.0,3.0,0.0,88.0,5.0,Credit Card,Monthly,No,Organic Search,No,Android,Fast,727.46,Yes
CUST000818,43.0,Male,Charlotte,Standard,17.62,4.0,3.0,4.0,49.0,64.0,5.0,Credit Card,Monthly,Yes,Social Media,No,Android,Fast,143.72,Yes
CUST000775,40.0,Female,Denver,Standard,57.1,2.0,2.0,,56.0,47.0,8.0,Debit Card,Quarterly,No,Social Media,Yes,iPhone,Slow,491.65,No
CUST000817,35.0,Female,Boston,Basic,18.27,20.0,12.0,4.0,45.0,36.0,7.0,Credit Card,Yearly,Yes,Email Campaign,No,iPhone,Fast,90.66,No
CUST000422,30.0,Female,Los Angeles,Premium,77.13,20.0,2.0,5.0,0.0,78.0,5.0,PayPal,Monthly,Yes,Social Media,No,Desktop,Slow,1923.36,Yes
CUST001812,18.0,Female,Phoenix,Basic,21.94,9.0,8.0,0.0,84.0,17.0,9.0,Debit Card,Yearly,No,Advertisement,Yes,Desktop,Fast,50.0,No
CUST001088,21.0,Male,Columbus,Premium,171.91,7.0,5.0,1.0,50.0,23.0,8.0,Debit Card,Yearly,No,Social Media,Yes,iPhone,,966.81,No
CUST000959,40.0,Female,Dallas,Basic,29.11,39.0,35.0,,41.0,66.0,10.0,Bank Transfer,Yearly,No,Advertisement,Yes,iPhone,Slow,1154.42,No
CUST000668,46.0,Male,Boston,Enterprise,162.68,18.0,13.0,2.0,22.0,39.0,6.0,PayPal,Monthly,No,Organic Search,Yes,Android,Medium,3064.99,Yes
CUST000920,18.0,Male,Chicago,Standard,44.94,21.0,7.0,3.0,31.0,42.0,7.0,,Monthly,No,Organic Search,No,Android,Medium,830.02,Yes
CUST001059,41.0,Female,Dallas,Premium,149.73,26.0,32.0,2.0,38.0,33.0,8.0,Credit Card,Yearly,No,Social Media,Yes,Desktop,Medium,2187.18,No
CUST001121,45.0,Female,Indianapolis,Standard,28.62,36.0,32.0,2.0,52.0,22.0,9.0,Debit Card,Yearly,No,Friend,Yes,Android,Fast,833.13,No
CUST001978,43.0,Male,San Jose,Basic,22.5,14.0,15.0,3.0,55.0,41.0,9.0,Credit Card,Quarterly,No,Friend,No,Tablet,Slow,337.84,No
CUST000662,40.0,Female,Houston,Enterprise,279.0,26.0,21.0,0.0,83.0,10.0,10.0,Credit Card,Yearly,No,Friend,Yes,iPhone,Slow,8990.02,No
CUST000109,50.0,Female,San Jose,Basic,22.89,6.0,8.0,0.0,67.0,9.0,8.0,Debit Card,Monthly,No,Advertisement,No,Desktop,Fast,50.0,No
CUST001931,19.0,Male,Phoenix,Basic,22.09,24.0,17.0,3.0,77.0,34.0,8.0,Cash,Yearly,No,Social Media,Yes,Tablet,Fast,260.7,No
CUST001317,38.0,Male,Boston,Standard,24.71,22.0,15.0,2.0,55.0,,8.0,Credit Card,,Yes,Email Campaign,No,Desktop,Slow,647.72,No
CUST001856,32.0,Male,San Antonio,Standard,29.76,65.0,66.0,1.0,57.0,0.0,8.0,Credit Card,Yearly,No,Social Media,Yes,iPhone,Slow,2083.95,No
CUST000038,30.0,Female,Jacksonville,Standard,47.9,10.0,6.0,0.0,44.0,39.0,10.0,Cash,Quarterly,Yes,,Yes,Desktop,Slow,389.32,No
CUST001321,31.0,Male,Denver,Standard,37.38,3.0,1.0,4.0,18.0,55.0,8.0,Credit Card,Monthly,No,Organic Search,No,iPhone,Slow,379.34,Yes
CUST001123,31.0,Male,Nashville,Standard,63.08,34.0,32.0,0.0,55.0,50.0,9.0,Debit Card,Yearly,Yes,Organic Search,Yes,Android,Medium,1421.02,No
CUST001182,50.0,,Los Angeles,Standard,48.12,7.0,4.0,1.0,58.0,94.0,8.0,PayPal,Monthly,Yes,Friend,Yes,Android,Medium,150.92,Yes
CUST001099,52.0,Male,Dallas,Standard,50.23,7.0,5.0,2.0,31.0,59.0,7.0,PayPal,Yearly,No,Advertisement,No,Android,Fast,274.53,No
CUST000879,39.0,Female,San Diego,Basic,16.79,14.0,5.0,3.0,12.0,60.0,7.0,Debit Card,Monthly,Yes,Email Campaign,No,Desktop,Fast,369.23,Yes
CUST001725,54.0,Female,San Jose,Standard,70.76,13.0,6.0,4.0,45.0,37.0,6.0,Debit Card,Quarterly,Yes,Friend,No,Desktop,Fast,1078.1,Yes
CUST000012,49.0,Female,Nashville,Standard,85.54,4.0,2.0,2.0,47.0,,6.0,Cash,Monthly,No,Social Media,No,Android,Medium,369.52,Yes
CUST001965,31.0,Female,Dallas,Standard,51.21,10.0,3.0,4.0,22.0,79.0,6.0,Debit Card,Quarterly,No,Advertisement,Yes,Desktop,Medium,632.46,No
CUST001741,35.0,Female,Los Angeles,Standard,36.06,,14.0,0.0,88.0,0.0,10.0,Credit Card,Yearly,No,Organic Search,Yes,Android,Slow,387.09,No
CUST000331,58.0,Male,Seattle,Standard,38.54,6.0,4.0,1.0,12.0,54.0,7.0,Credit Card,Quarterly,Yes,Organic Search,No,Desktop,Fast,50.0,No
CUST001357,35.0,Female,Portland,Basic,22.0,6.0,6.0,1.0,33.0,61.0,8.0,Credit Card,Quarterly,No,,Yes,iPhone,Fast,424.1,No
CUST000915,52.0,Female,Seattle,Basic,32.05,44.0,45.0,0.0,80.0,17.0,9.0,PayPal,Yearly,No,Social Media,Yes,iPhone,Fast,1610.61,No
CUST000704,39.0,Male,Houston,Enterprise,218.81,19.0,12.0,3.0,21.0,23.0,5.0,Bank Transfer,Quarterly,No,Social Media,No,Android,Fast,5831.65,No
CUST000306,27.0,Male,Boston,Enterprise,126.97,7.0,3.0,2.0,21.0,59.0,8.0,Credit Card,Quarterly,Yes,Email Campaign,No,iPhone,Fast,1267.5,Yes
CUST001513,51.0,Female,Houston,Basic,22.17,4.0,3.0,2.0,56.0,42.0,8.0,Credit Card,Monthly,Yes,Email Campaign,Yes,Android,Slow,62.77,No
CUST001983,40.0,Female,San Diego,Basic,13.68,2.0,1.0,0.0,34.0,18.0,7.0,Debit Card,Yearly,No,Organic Search,Yes,Desktop,Medium,50.0,No
CUST001606,56.0,Male,Charlotte,Standard,27.42,11.0,5.0,3.0,23.0,66.0,6.0,Debit Card,Quarterly,No,Advertisement,No,Tablet,Medium,296.73,Yes
CUST001193,37.0,Male,Chicago,Standard,64.63,12.0,7.0,0.0,74.0,28.0,10.0,Bank Transfer,Quarterly,No,Advertisement,Yes,Tablet,Fast,539.38,No
CUST001631,25.0,Female,Denver,Basic,13.78,4.0,4.0,2.0,54.0,69.0,6.0,PayPal,Yearly,No,Advertisement,Yes,iPhone,Medium,66.52,No
CUST000810,43.0,Female,New York,Basic,18.55,20.0,9.0,2.0,19.0,66.0,10.0,Debit Card,Yearly,Yes,Social Media,No,iPhone,Medium,414.62,No
CUST000654,27.0,Male,Chicago,Premium,226.61,12.0,14.0,0.0,88.0,0.0,9.0,Bank Transfer,Quarterly,Yes,Friend,Yes,Desktop,Medium,2443.71,No
CUST001761,26.0,Male,Houston,Premium,76.23,7.0,7.0,2.0,35.0,32.0,,,Monthly,No,Email Campaign,Yes,Desktop,Medium,332.38,No
CUST001039,50.0,Female,Los Angeles,Basic,29.62,12.0,11.0,1.0,77.0,0.0,10.0,Credit Card,Yearly,No,Email Campaign,Yes,iPhone,Medium,571.45,No
CUST001213,38.0,Male,Jacksonville,Basic,17.42,1.0,0.0,4.0,44.0,22.0,5.0,Debit Card,,No,Advertisement,No,iPhone,Medium,303.38,Yes
CUST000653,60.0,Male,Boston,Enterprise,140.29,1.0,1.0,2.0,32.0,50.0,7.0,Credit Card,Monthly,No,Friend,No,Android,Slow,239.88,No
CUST000437,34.0,Male,San Jose,Basic,10.0,17.0,9.0,2.0,11.0,42.0,7.0,Credit Card,Monthly,Yes,Advertisement,Yes,iPhone,Medium,348.45,Yes
CUST001726,41.0,Female,Chicago,Basic,13.24,7.0,6.0,2.0,62.0,71.0,7.0,Debit Card,Quarterly,Yes,Organic Search,No,Desktop,Slow,313.19,Yes
CUST001504,44.0,Male,Houston,Premium,124.17,1.0,1.0,3.0,38.0,55.0,7.0,Debit Card,Monthly,Yes,,No,Desktop,Medium,190.01,Yes
CUST000885,27.0,Female,Houston,Basic,24.38,45.0,36.0,0.0,82.0,0.0,10.0,Credit Card,Yearly,No,Organic Search,Yes,Desktop,Medium,907.39,No
CUST001835,47.0,Male,Los Angeles,Basic,14.64,3.0,,3.0,18.0,55.0,5.0,Debit Card,Monthly,Yes,Friend,No,Android,Fast,50.0,Yes
CUST000417,53.0,Female,Austin,Basic,25.0,9.0,5.0,2.0,35.0,28.0,7.0,Credit Card,Monthly,No,Email Campaign,No,iPhone,Medium,211.0,Yes
CUST000962,42.0,Female,Jacksonville,Standard,82.15,22.0,22.0,1.0,37.0,33.0,9.0,Cash,Quarterly,Yes,Organic Search,No,Desktop,Medium,1544.74,No
CUST001033,34.0,Female,Portland,Standard,52.81,13.0,3.0,5.0,7.0,87.0,5.0,Bank Transfer,Monthly,No,Friend,No,Android,Medium,675.96,Yes
CUST000779,41.0,Female,Indianapolis,Basic,21.09,13.0,9.0,2.0,74.0,0.0,10.0,Cash,Monthly,Yes,Friend,Yes,Desktop,Slow,88.66,No
CUST001358,34.0,Female,,Basic,33.46,1.0,1.0,1.0,83.0,0.0,10.0,Debit Card,Yearly,Yes,Email Campaign,Yes,iPhone,Fast,50.0,No
CUST000408,50.0,Female,Houston,Premium,88.65,29.0,22.0,0.0,55.0,19.0,9.0,Bank Transfer,Yearly,No,Friend,Yes,iPhone,Medium,2956.81,No
CUST000588,30.0,Female,San Jose,Standard,65.52,34.0,18.0,2.0,26.0,76.0,9.0,Debit Card,Quarterly,No,Friend,No,Desktop,Medium,1982.1,No
CUST001480,60.0,Female,Portland,Basic,19.13,20.0,24.0,0.0,63.0,,10.0,PayPal,Quarterly,No,Friend,Yes,iPhone,Medium,661.07,No
CUST000797,52.0,Male,,Basic,27.05,1.0,2.0,0.0,91.0,0.0,,PayPal,Yearly,No,Email Campaign,Yes,,Medium,123.35,No
CUST001597,44.0,Male,Charlotte,Premium,88.12,7.0,9.0,0.0,74.0,22.0,8.0,Debit Card,Yearly,No,Organic Search,Yes,iPhone,Slow,641.24,No
CUST001017,41.0,Male,Austin,Standard,39.43,1.0,0.0,2.0,51.0,61.0,9.0,Debit Card,Monthly,No,Social Media,No,Desktop,Fast,103.33,No
CUST001217,18.0,Female,Charlotte,Basic,17.97,6.0,2.0,4.0,16.0,80.0,5.0,Bank Transfer,Quarterly,Yes,Social Media,No,Android,Fast,50.0,Yes
CUST000150,42.0,Female,,Premium,128.3,10.0,8.0,2.0,63.0,14.0,6.0,Debit Card,Quarterly,No,Social Media,Yes,iPhone,Slow,798.61,No
CUST001421,37.0,Female,Phoenix,Premium,115.45,24.0,20.0,2.0,52.0,18.0,8.0,Cash,Yearly,Yes,Organic Search,Yes,Tablet,Slow,2243.95,No
CUST001656,21.0,Female,Charlotte,Basic,27.69,27.0,21.0,1.0,57.0,11.0,10.0,Debit Card,Yearly,Yes,Friend,Yes,Desktop,Medium,682.84,No
CUST000300,44.0,Female,Philadelphia,Basic,21.88,9.0,3.0,2.0,18.0,43.0,7.0,Debit Card,Quarterly,Yes,Advertisement,No,Android,Fast,230.35,Yes
CUST001301,41.0,Female,San Diego,Standard,53.08,21.0,26.0,1.0,60.0,0.0,9.0,PayPal,Quarterly,Yes,Organic Search,No,Android,Medium,878.52,No
CUST000888,35.0,Female,Philadelphia,Basic,10.15,9.0,3.0,2.0,0.0,52.0,7.0,PayPal,Monthly,No,Friend,No,iPhone,Slow,219.3,Yes
CUST001740,41.0,Female,,Standard,85.72,6.0,3.0,1.0,50.0,22.0,8.0,Credit Card,Monthly,Yes,Advertisement,No,Tablet,Fast,478.69,No
CUST000241,29.0,Male,New York,Basic,31.08,3.0,3.0,0.0,48.0,20.0,9.0,PayPal,Monthly,Yes,Advertisement,Yes,Desktop,Medium,50.0,No
CUST000200,38.0,Male,Austin,Standard,26.99,4.0,1.0,3.0,14.0,63.0,5.0,PayPal,Monthly,No,Advertisement,No,Android,Fast,50.0,Yes
CUST000046,43.0,Male,Charlotte,Standard,89.75,9.0,5.0,4.0,29.0,98.0,6.0,Credit Card,Monthly,No,Organic Search,No,Desktop,Medium,945.69,Yes
