Customer_ID,Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure_Months,Number_of_Purchases,Support_Requests,Login_Frequency,Last_Activity_Days_Ago,Satisfaction_Score,Payment_Method,Contract_Type,Discount_Used,Referral_Source,Auto_Renew,Device_Type,Internet_Speed,Customer_Lifetime_Value,Churn,Avg_Spend_Per_Tenure,Purchases_Per_Tenure,Support_Requests_Per_Tenure,Spend_Per_Purchase,Engagement_Score,Recent_Inactivity_Flag,High_Support_Flag
CUST000865,32.0,Female,Boston,Basic,16.3,55.0,32.0,1.0,53.0,8.0,8.0,Credit Card,Yearly,,Social Media,No,Android,Slow,685.84,No,0.2963636363636364,0.5818181818181818,0.01818181818181818,0.509375,67.35,0.0,0.0
CUST001756,48.0,Male,Philadelphia,Standard,100.72,15.0,15.0,1.0,78.0,12.0,9.0,Credit Card,Quarterly,Yes,Advertisement,Yes,Android,Slow,1184.92,No,6.714666666666667,1.0,0.06666666666666667,6.714666666666667,83.6,0.0,0.0
CUST000569,47.0,Female,Phoenix,Standard,49.8,19.0,14.0,1.0,19.0,34.0,7.0,Debit Card,Yearly,No,Social Media,No,Tablet,Medium,524.86,No,2.621052631578947,0.7368421052631579,0.05263157894736842,3.557142857142857,39.55,0.0,0.0
CUST001535,64.0,Male,Boston,Enterprise,228.17,15.0,9.0,0.0,23.0,59.0,9.0,PayPal,Yearly,No,Advertisement,Yes,iPhone,Fast,3301.33,No,15.211333333333332,0.6,0.0,25.35222222222222,49.599999999999994,0.0,0.0
CUST000427,50.0,Female,San Jose,Basic,16.92,11.0,9.0,3.0,48.0,23.0,8.0,Credit Card,Monthly,Yes,Email Campaign,Yes,iPhone,Medium,86.38,No,1.5381818181818183,0.8181818181818182,0.2727272727272727,1.8800000000000001,56.349999999999994,0.0,0.0
CUST000014,54.0,Male,Charlotte,Standard,47.42,14.0,4.0,5.0,3.0,75.0,6.0,PayPal,Monthly,Yes,Advertisement,Yes,Desktop,Medium,480.63,Yes,3.3871428571428575,0.2857142857142857,0.35714285714285715,11.855,6.100000000000001,1.0,1.0
CUST001645,22.0,Male,San Diego,Standard,59.68,24.0,22.0,2.0,65.0,16.0,9.0,Credit Card,Yearly,No,Friend,No,iPhone,Fast,1823.88,No,2.486666666666667,0.9166666666666666,0.08333333333333333,2.712727272727273,74.25,0.0,0.0
CUST001419,52.0,Male,Denver,Basic,13.83,9.0,3.0,3.0,40.0,64.0,8.0,,Quarterly,No,Organic Search,Yes,Android,Slow,407.39,No,1.5366666666666666,0.3333333333333333,0.3333333333333333,4.61,42.5,1.0,0.0
CUST000450,45.0,Female,Seattle,Premium,170.46,25.0,22.0,0.0,102.0,0.0,10.0,Credit Card,Yearly,,Advertisement,,Android,Medium,5694.56,No,6.8184000000000005,0.88,0.0,7.748181818181819,105.9,0.0,0.0
CUST000376,68.0,Male,Indianapolis,Standard,26.1,12.0,7.0,1.0,11.0,21.0,9.0,Debit Card,Monthly,No,Organic Search,No,iPhone,Slow,119.27,No,2.1750000000000003,0.5833333333333334,0.08333333333333333,3.7285714285714286,51.2,0.0,0.0
CUST001081,43.0,Male,San Jose,Basic,27.95,12.0,13.0,0.0,96.0,0.0,10.0,Credit Card,Monthly,No,Organic Search,Yes,Desktop,Medium,491.23,No,2.3291666666666666,1.0833333333333333,0.0,2.15,103.2,0.0,0.0
CUST000125,50.0,Female,,Basic,21.55,1.0,1.0,0.0,64.0,0.0,10.0,Credit Card,Quarterly,Yes,Friend,Yes,Android,,120.17,No,21.55,1.0,0.0,21.55,88.8,0.0,0.0
CUST000999,42.0,Male,Chicago,Enterprise,207.1,8.0,14.0,0.0,66.0,30.0,10.0,PayPal,Yearly,No,Social Media,Yes,iPhone,Medium,2012.3,No,25.8875,1.75,0.0,14.792857142857143,82.2,0.0,0.0
CUST001909,34.0,Female,Jacksonville,Standard,,5.0,2.0,1.0,,55.0,9.0,Bank Transfer,Quarterly,No,Advertisement,Yes,iPhone,Medium,50.0,No,,0.4,0.2,,,0.0,0.0
CUST001289,64.0,Male,Seattle,Standard,61.77,7.0,6.0,1.0,54.0,18.0,8.0,PayPal,Yearly,Yes,Social Media,Yes,Android,Slow,536.39,No,8.824285714285715,0.8571428571428571,0.14285714285714285,10.295,65.3,0.0,0.0
CUST000616,25.0,Female,Charlotte,Standard,25.1,8.0,3.0,2.0,38.0,49.0,5.0,PayPal,Yearly,No,Social Media,No,iPhone,Fast,331.51,No,3.1375,0.375,0.25,8.366666666666667,29.85,0.0,0.0
CUST001660,42.0,Male,San Jose,Standard,92.83,2.0,1.0,1.0,23.0,74.0,8.0,Credit Card,Monthly,No,Friend,No,Android,Slow,227.03,Yes,46.415,0.5,0.5,92.83,37.35,1.0,0.0
CUST001564,26.0,Male,Houston,Basic,,1.0,0.0,3.0,21.0,43.0,7.0,PayPal,Monthly,No,Advertisement,,Tablet,Fast,50.0,Yes,,0.0,3.0,,33.2,0.0,0.0
CUST000082,32.0,Male,Nashville,Standard,37.04,12.0,10.0,1.0,27.0,0.0,9.0,PayPal,Yearly,No,Friend,Yes,Tablet,Medium,50.0,No,3.0866666666666664,0.8333333333333334,0.08333333333333333,3.7039999999999997,63.650000000000006,0.0,0.0
CUST000517,48.0,Female,San Antonio,Standard,,4.0,5.0,2.0,31.0,24.0,10.0,Credit Card,Quarterly,Yes,Friend,No,Android,Medium,356.65,No,,1.25,0.5,,62.95,0.0,0.0
CUST000213,40.0,Female,Austin,Standard,57.16,35.0,42.0,0.0,68.0,27.0,10.0,Debit Card,Yearly,Yes,Advertisement,Yes,iPhone,Slow,1963.82,No,1.633142857142857,1.2,0.0,1.360952380952381,83.85,0.0,0.0
CUST000072,26.0,Male,San Diego,Standard,55.11,21.0,10.0,0.0,40.0,27.0,10.0,Credit Card,Yearly,No,Advertisement,Yes,iPhone,Slow,1032.53,No,2.624285714285714,0.47619047619047616,0.0,5.511,71.25,0.0,0.0
CUST001958,26.0,Female,Columbus,Standard,36.49,14.0,5.0,4.0,35.0,55.0,6.0,Bank Transfer,Quarterly,No,Advertisement,No,Android,Medium,333.41,No,2.6064285714285718,0.35714285714285715,0.2857142857142857,7.298,28.0,0.0,1.0
CUST000021,38.0,Female,San Antonio,Standard,35.58,8.0,3.0,3.0,4.0,82.0,7.0,Credit Card,,Yes,Organic Search,No,iPhone,Medium,234.35,Yes,4.4475,0.375,0.375,11.86,15.799999999999997,1.0,0.0
CUST001759,28.0,Male,Charlotte,Standard,,11.0,9.0,1.0,64.0,5.0,9.0,PayPal,Yearly,Yes,,Yes,iPhone,Fast,257.87,No,,0.8181818181818182,0.09090909090909091,,79.05,0.0,0.0
CUST000192,38.0,Male,San Diego,Basic,23.86,9.0,8.0,4.0,16.0,56.0,9.0,PayPal,Monthly,Yes,Organic Search,Yes,Desktop,,118.8,Yes,2.651111111111111,0.8888888888888888,0.4444444444444444,2.9825,37.2,0.0,1.0
CUST001979,59.0,Female,San Antonio,Standard,61.44,3.0,1.0,5.0,23.0,50.0,5.0,Debit Card,Monthly,Yes,Organic Search,No,Android,Fast,59.02,Yes,20.48,0.3333333333333333,1.6666666666666667,61.44,15.350000000000001,0.0,1.0
CUST001805,41.0,Male,Austin,Enterprise,119.93,10.0,6.0,4.0,45.0,21.0,8.0,Credit Card,Monthly,No,Email Campaign,No,Android,Fast,1205.61,No,11.993,0.6,0.4,19.988333333333333,53.0,0.0,1.0
CUST000745,41.0,Male,Nashville,Standard,51.55,,2.0,0.0,117.0,0.0,10.0,PayPal,Monthly,No,Advertisement,Yes,Desktop,Fast,50.0,No,,,,25.775,112.65,0.0,0.0
CUST000637,,Female,Boston,Standard,50.49,8.0,2.0,2.0,24.0,90.0,5.0,Debit Card,Quarterly,No,Email Campaign,No,iPhone,Medium,339.43,Yes,6.31125,0.25,0.25,25.245,13.299999999999997,1.0,0.0
CUST000893,35.0,Male,Boston,Standard,34.04,6.0,5.0,1.0,53.0,12.0,9.0,Credit Card,Quarterly,Yes,Email Campaign,No,Desktop,Slow,133.13,No,5.673333333333333,0.8333333333333334,0.16666666666666666,6.808,72.35,0.0,0.0
CUST000410,24.0,Female,Denver,Enterprise,167.91,24.0,25.0,2.0,56.0,29.0,8.0,Credit Card,Quarterly,No,Friend,No,Desktop,Medium,5341.1,No,6.99625,1.0416666666666667,0.08333333333333333,6.7164,60.95,0.0,0.0
CUST001334,43.0,Male,Phoenix,Basic,38.53,19.0,13.0,1.0,77.0,3.0,9.0,Debit Card,Monthly,No,Friend,Yes,Tablet,Fast,915.62,No,2.0278947368421054,0.6842105263157895,0.05263157894736842,2.963846153846154,85.4,0.0,0.0
CUST000394,46.0,Male,Denver,Enterprise,144.04,24.0,4.0,4.0,19.0,59.0,3.0,Debit Card,Monthly,Yes,Social Media,No,Desktop,Slow,3320.49,Yes,6.001666666666666,0.16666666666666666,0.16666666666666666,36.01,1.8000000000000007,0.0,1.0
CUST001642,,Male,Chicago,Enterprise,134.99,32.0,19.0,1.0,82.0,6.0,10.0,Credit Card,Yearly,Yes,Organic Search,No,Desktop,Fast,5392.16,No,4.2184375,0.59375,0.03125,7.104736842105264,92.9,0.0,0.0
CUST001783,18.0,Male,Seattle,Premium,87.37,34.0,25.0,1.0,100.0,5.0,9.0,Credit Card,Quarterly,No,Advertisement,No,Desktop,Fast,3277.41,No,2.5697058823529413,0.7352941176470589,0.029411764705882353,3.4948,95.25,0.0,0.0
CUST001527,54.0,Male,Austin,Standard,21.49,16.0,9.0,2.0,46.0,74.0,5.0,PayPal,Quarterly,Yes,Social Media,Yes,Android,Medium,143.59,No,1.343125,0.5625,0.125,2.3877777777777776,27.200000000000003,1.0,0.0
CUST000097,24.0,Male,Dallas,Standard,52.59,22.0,19.0,0.0,88.0,0.0,9.0,Debit Card,Quarterly,No,Friend,Yes,Android,Medium,581.43,No,2.3904545454545456,0.8636363636363636,0.0,2.7678947368421056,93.6,0.0,0.0
CUST000676,44.0,Female,Phoenix,Premium,129.72,11.0,10.0,3.0,42.0,23.0,7.0,PayPal,Quarterly,No,Friend,No,Android,Fast,1537.12,No,11.792727272727273,0.9090909090909091,0.2727272727272727,12.972,47.650000000000006,0.0,0.0
CUST000996,44.0,Male,Portland,Standard,39.93,15.0,7.0,3.0,58.0,18.0,7.0,Credit Card,Monthly,No,Organic Search,No,Desktop,Slow,,Yes,2.662,0.4666666666666667,0.2,5.704285714285715,56.099999999999994,0.0,0.0
CUST001212,34.0,Male,Denver,Standard,31.52,5.0,4.0,1.0,80.0,0.0,,Debit Card,Quarterly,No,Organic Search,Yes,Desktop,Fast,586.74,No,6.304,0.8,0.2,7.88,,0.0,0.0
CUST001936,59.0,Male,Phoenix,Enterprise,174.43,23.0,20.0,0.0,44.0,11.0,9.0,Credit Card,Quarterly,Yes,Advertisement,Yes,Tablet,Medium,4115.86,No,7.583913043478261,0.8695652173913043,0.0,8.7215,71.05,0.0,0.0
CUST001926,26.0,Female,Charlotte,Premium,99.54,25.0,31.0,0.0,,,9.0,Credit Card,Yearly,Yes,Friend,Yes,Android,Fast,2411.19,No,3.9816000000000003,1.24,0.0,3.2109677419354843,,0.0,0.0
CUST001903,47.0,Male,Nashville,,144.79,2.0,2.0,0.0,29.0,61.0,9.0,PayPal,Monthly,Yes,Social Media,Yes,iPhone,Medium,50.0,No,72.395,1.0,0.0,72.395,51.8,1.0,0.0
CUST000171,32.0,Male,Columbus,Standard,,2.0,1.0,1.0,27.0,49.0,6.0,Credit Card,Monthly,Yes,Social Media,Yes,Desktop,Medium,50.0,Yes,,0.5,0.5,,33.4,0.0,0.0
CUST001307,28.0,Male,Phoenix,Enterprise,300.0,14.0,7.0,3.0,0.0,40.0,7.0,Debit Card,Monthly,No,Advertisement,Yes,Android,Medium,5829.84,Yes,21.428571428571427,0.5,0.21428571428571427,42.857142857142854,24.5,0.0,0.0
CUST000184,53.0,Male,San Jose,Basic,291.35,11.0,8.0,1.0,73.0,0.0,10.0,Credit Card,Yearly,Yes,Social Media,Yes,iPhone,Fast,112.38,No,26.486363636363638,0.7272727272727273,0.09090909090909091,36.41875,90.35,0.0,0.0
CUST001218,18.0,Male,Chicago,Basic,33.65,22.0,17.0,0.0,89.0,11.0,10.0,Credit Card,Yearly,No,Organic Search,Yes,Desktop,Slow,829.83,No,1.5295454545454545,0.7727272727272727,0.0,1.9794117647058822,97.30000000000001,0.0,0.0
CUST000098,28.0,Female,Houston,Basic,19.88,3.0,2.0,2.0,30.0,38.0,8.0,,Monthly,No,Friend,No,iPhone,Medium,432.66,Yes,6.626666666666666,0.6666666666666666,0.6666666666666666,9.94,47.0,0.0,0.0
CUST001862,27.0,Female,Dallas,Premium,145.8,9.0,10.0,0.0,97.0,0.0,10.0,PayPal,Quarterly,No,Advertisement,Yes,iPhone,Slow,1349.21,No,16.200000000000003,1.1111111111111112,0.0,14.580000000000002,103.65,0.0,0.0
CUST001078,74.0,Male,Portland,Standard,44.59,7.0,8.0,2.0,57.0,6.0,8.0,Credit Card,Yearly,No,Email Campaign,Yes,Tablet,Fast,50.0,No,6.37,1.1428571428571428,0.2857142857142857,5.57375,67.15,0.0,0.0
CUST001363,19.0,Male,Indianapolis,Basic,,13.0,9.0,1.0,27.0,0.0,8.0,Credit Card,Yearly,No,Social Media,No,Android,Fast,354.77,No,,0.6923076923076923,0.07692307692307693,,57.65,0.0,0.0
CUST001794,36.0,Female,Los Angeles,Enterprise,122.0,6.0,1.0,4.0,4.0,58.0,3.0,PayPal,Monthly,No,Friend,No,iPhone,Medium,668.7,Yes,20.333333333333332,0.16666666666666666,0.6666666666666666,122.0,-4.699999999999999,0.0,1.0
CUST001340,37.0,Male,Jacksonville,Basic,19.61,7.0,10.0,0.0,72.0,0.0,10.0,Credit Card,Yearly,Yes,Social Media,Yes,Desktop,Medium,50.0,No,2.801428571428571,1.4285714285714286,0.0,1.9609999999999999,92.4,0.0,0.0
CUST000268,,Male,Charlotte,Basic,22.63,13.0,4.0,2.0,46.0,57.0,6.0,Credit Card,Yearly,No,Friend,No,iPhone,Medium,347.15,Yes,1.7407692307692306,0.3076923076923077,0.15384615384615385,5.6575,37.45,0.0,0.0
CUST000103,36.0,Female,Phoenix,Standard,36.67,5.0,5.0,3.0,43.0,21.0,7.0,Bank Transfer,Quarterly,No,Friend,No,iPhone,Medium,50.0,No,7.3340000000000005,1.0,0.6,7.3340000000000005,48.6,0.0,0.0
CUST000795,19.0,Male,Houston,Basic,22.83,23.0,23.0,3.0,43.0,29.0,9.0,Credit Card,Yearly,No,Email Campaign,Yes,Android,Fast,136.59,No,0.9926086956521738,1.0,0.13043478260869565,0.9926086956521738,58.599999999999994,0.0,0.0
CUST000791,31.0,Female,Austin,Basic,13.58,3.0,2.0,2.0,,0.0,9.0,PayPal,Quarterly,No,Friend,No,Desktop,Fast,201.97,No,4.526666666666666,0.6666666666666666,0.6666666666666666,6.79,,0.0,0.0
CUST000666,20.0,Female,Houston,Premium,111.66,14.0,6.0,3.0,44.0,23.0,8.0,Debit Card,Quarterly,Yes,,Yes,iPhone,Medium,1189.1,No,7.975714285714285,0.42857142857142855,0.21428571428571427,18.61,54.55,0.0,0.0
CUST001410,46.0,Female,Chicago,Standard,13.16,26.0,10.0,3.0,25.0,76.0,7.0,PayPal,Quarterly,No,Advertisement,Yes,Android,Medium,237.5,No,0.5061538461538462,0.38461538461538464,0.11538461538461539,1.316,26.75,1.0,0.0
CUST001954,32.0,Male,Denver,Premium,49.94,8.0,2.0,5.0,,59.0,4.0,PayPal,Monthly,No,Friend,No,iPhone,Slow,915.28,Yes,6.2425,0.25,0.625,24.97,,0.0,1.0
CUST001595,45.0,Female,Columbus,Standard,59.26,15.0,23.0,1.0,54.0,1.0,10.0,PayPal,Quarterly,No,Organic Search,Yes,Android,Medium,,No,3.9506666666666663,1.5333333333333334,0.06666666666666667,2.5765217391304347,81.55,0.0,0.0
CUST001525,35.0,Male,Indianapolis,Premium,67.33,4.0,3.0,2.0,42.0,52.0,8.0,Bank Transfer,Monthly,No,Advertisement,Yes,iPhone,Medium,457.18,No,16.8325,0.75,0.5,22.44333333333333,48.900000000000006,0.0,0.0
CUST000432,46.0,Male,Portland,Basic,26.5,24.0,23.0,0.0,79.0,0.0,10.0,Bank Transfer,Yearly,Yes,Advertisement,Yes,Tablet,Medium,725.56,No,1.1041666666666667,0.9583333333333334,0.0,1.1521739130434783,95.55000000000001,0.0,0.0
CUST000634,18.0,Female,San Jose,Premium,118.72,21.0,15.0,1.0,33.0,,5.0,PayPal,Monthly,Yes,Social Media,Yes,Desktop,Medium,2445.9,No,5.653333333333333,0.7142857142857143,0.047619047619047616,7.914666666666666,,0.0,0.0
CUST000774,56.0,Male,Nashville,Standard,82.09,6.0,4.0,3.0,32.0,67.0,5.0,PayPal,Yearly,No,Advertisement,No,Android,Medium,505.75,No,13.681666666666667,0.6666666666666666,0.5,20.5225,20.15,1.0,0.0
CUST001219,26.0,Male,Charlotte,Premium,160.62,11.0,7.0,2.0,32.0,40.0,8.0,Cash,Quarterly,No,Advertisement,Yes,Android,Medium,1737.95,No,14.601818181818182,0.6363636363636364,0.18181818181818182,22.945714285714285,47.4,0.0,0.0
CUST001818,51.0,Female,Portland,Basic,20.32,4.0,3.0,3.0,24.0,28.0,6.0,Credit Card,Monthly,No,Friend,Yes,Desktop,Fast,405.57,No,5.08,0.75,0.75,6.773333333333333,32.3,0.0,0.0
CUST001646,41.0,Male,Phoenix,Standard,59.59,5.0,9.0,0.0,65.0,35.0,10.0,Debit Card,Monthly,Yes,Social Media,Yes,Desktop,Medium,501.67,No,11.918000000000001,1.8,0.0,6.621111111111111,80.5,0.0,0.0
CUST000990,34.0,Female,San Diego,Enterprise,207.17,5.0,2.0,3.0,57.0,61.0,7.0,Credit Card,Monthly,No,Organic Search,Yes,iPhone,Fast,883.62,No,41.434,0.4,0.6,103.585,44.900000000000006,1.0,0.0
CUST000236,32.0,Male,Boston,Enterprise,247.91,20.0,16.0,0.0,82.0,10.0,8.0,Bank Transfer,Quarterly,Yes,Friend,Yes,Android,,4300.36,No,12.3955,0.8,0.0,15.494375,82.4,0.0,0.0
CUST001303,47.0,Female,Dallas,,83.31,17.0,2.0,5.0,0.0,97.0,3.0,Credit Card,Monthly,Yes,Friend,No,Android,Fast,1395.02,Yes,4.9005882352941175,0.11764705882352941,0.29411764705882354,41.655,-18.75,1.0,1.0
CUST000764,48.0,Male,Houston,Basic,18.93,13.0,14.0,2.0,68.0,23.0,9.0,Debit Card,Monthly,No,Friend,Yes,Desktop,Slow,50.0,No,1.4561538461538461,1.0769230769230769,0.15384615384615385,1.352142857142857,73.85,0.0,0.0
CUST001148,35.0,Female,Dallas,Basic,37.53,9.0,6.0,1.0,60.0,1.0,10.0,Bank Transfer,Yearly,No,Friend,Yes,iPhone,Fast,174.87,No,4.17,0.6666666666666666,0.1111111111111111,6.255,84.25,0.0,0.0
CUST001516,43.0,Female,New York,Standard,74.53,9.0,11.0,0.0,64.0,28.0,9.0,Credit Card,Yearly,No,Social Media,Yes,Tablet,Medium,493.96,No,8.28111111111111,1.2222222222222223,0.0,6.775454545454545,75.8,0.0,0.0
CUST001012,57.0,Female,Los Angeles,Basic,16.2,18.0,15.0,0.0,,34.0,8.0,Debit Card,Monthly,No,Social Media,Yes,iPhone,Fast,451.62,No,0.8999999999999999,0.8333333333333334,0.0,1.0799999999999998,,0.0,0.0
CUST001397,47.0,Male,San Diego,Enterprise,190.67,44.0,64.0,0.0,100.0,5.0,10.0,Bank Transfer,Yearly,No,Advertisement,Yes,iPhone,Medium,6065.14,No,4.3334090909090905,1.4545454545454546,0.0,2.97921875,103.75,0.0,0.0
CUST000155,39.0,Female,,Standard,41.14,1.0,1.0,0.0,68.0,7.0,10.0,Credit Card,Yearly,No,Friend,Yes,iPhone,Medium,50.0,No,41.14,1.0,0.0,41.14,88.85,0.0,0.0
CUST001155,48.0,Female,Seattle,Enterprise,182.99,14.0,5.0,4.0,14.0,32.0,7.0,Credit Card,Quarterly,Yes,Friend,Yes,iPhone,Fast,1632.0,No,13.070714285714287,0.35714285714285715,0.2857142857142857,36.598,30.299999999999997,0.0,1.0
CUST000725,29.0,Female,Austin,Premium,199.66,15.0,19.0,0.0,83.0,0.0,8.0,Debit Card,Quarterly,No,Advertisement,Yes,,Medium,4021.95,No,13.310666666666666,1.2666666666666666,0.0,10.50842105263158,85.35,0.0,0.0
CUST001680,37.0,Female,Boston,Standard,51.58,31.0,20.0,3.0,34.0,43.0,7.0,Credit Card,Quarterly,Yes,Organic Search,No,iPhone,Medium,2057.17,Yes,1.6638709677419354,0.6451612903225806,0.0967741935483871,2.5789999999999997,39.05,0.0,0.0
CUST001763,32.0,Female,Denver,Enterprise,161.74,8.0,1.0,4.0,22.0,90.0,6.0,Credit Card,Monthly,Yes,Social Media,No,Android,Medium,1208.28,Yes,20.2175,0.125,0.5,161.74,13.399999999999999,1.0,1.0
CUST000177,59.0,Male,Chicago,Standard,49.04,17.0,10.0,4.0,55.0,30.0,7.0,Debit Card,Yearly,Yes,Organic Search,Yes,Android,Medium,1231.94,No,2.8847058823529412,0.5882352941176471,0.23529411764705882,4.904,49.25,0.0,1.0
CUST001776,44.0,Female,Seattle,,50.59,9.0,9.0,3.0,42.0,27.0,7.0,Debit Card,Monthly,Yes,Organic Search,No,Android,Slow,373.32,No,5.621111111111111,1.0,0.3333333333333333,5.621111111111111,46.650000000000006,0.0,0.0
CUST001178,42.0,Female,Philadelphia,Standard,43.04,20.0,23.0,2.0,61.0,0.0,10.0,PayPal,Quarterly,Yes,Email Campaign,Yes,Desktop,Slow,859.86,No,2.152,1.15,0.1,1.871304347826087,82.45,0.0,0.0
CUST001795,18.0,Male,Phoenix,Premium,148.06,17.0,11.0,1.0,59.0,29.0,10.0,Bank Transfer,Yearly,No,Advertisement,Yes,Desktop,Slow,2433.52,No,8.709411764705882,0.6470588235294118,0.058823529411764705,13.46,76.8,0.0,0.0
CUST000655,47.0,Female,Dallas,Basic,18.93,44.0,,4.0,54.0,44.0,8.0,PayPal,Yearly,No,Friend,Yes,iPhone,Slow,373.05,No,0.43022727272727274,,0.09090909090909091,,51.3,0.0,1.0
CUST000670,18.0,Female,New York,Basic,21.09,12.0,9.0,3.0,23.0,17.0,8.0,Debit Card,Quarterly,Yes,Friend,No,Desktop,Slow,278.88,Yes,1.7575,0.75,0.25,2.3433333333333333,46.6,0.0,0.0
CUST001407,43.0,Female,San Diego,Basic,10.0,5.0,,,39.0,49.0,6.0,Debit Card,Quarterly,No,Advertisement,,Tablet,Fast,57.73,No,2.0,,,,,0.0,0.0
CUST000615,30.0,Male,Charlotte,Premium,110.61,2.0,1.0,5.0,7.0,37.0,7.0,Debit Card,Monthly,No,Friend,No,Desktop,Medium,71.8,No,55.305,0.5,2.5,110.61,23.4,0.0,1.0
CUST001262,41.0,Male,Chicago,Standard,49.45,11.0,,5.0,27.0,79.0,6.0,Credit Card,Monthly,No,Advertisement,No,Android,Medium,114.12,Yes,4.495454545454546,,0.45454545454545453,,15.899999999999999,1.0,1.0
CUST000675,50.0,Female,Philadelphia,Basic,23.33,16.0,18.0,0.0,88.0,0.0,9.0,Credit Card,Quarterly,Yes,Advertisement,Yes,Desktop,Medium,50.0,No,1.458125,1.125,0.0,1.296111111111111,93.6,0.0,0.0
CUST001025,18.0,Male,San Jose,Basic,18.24,6.0,4.0,1.0,35.0,60.0,7.0,Debit Card,Yearly,,Social Media,Yes,Desktop,Slow,50.0,No,3.0399999999999996,0.6666666666666666,0.16666666666666666,4.56,40.25,0.0,0.0
CUST000452,44.0,Female,Portland,Enterprise,155.48,8.0,3.0,3.0,27.0,29.0,6.0,PayPal,Monthly,Yes,Organic Search,No,Desktop,Medium,910.41,No,19.435,0.375,0.375,51.82666666666666,33.4,0.0,0.0
CUST001202,34.0,Male,Portland,Enterprise,125.21,30.0,26.0,2.0,44.0,26.0,8.0,Debit Card,Yearly,Yes,Social Media,Yes,Android,Medium,2351.38,No,4.173666666666667,0.8666666666666667,0.06666666666666667,4.815769230769231,56.3,0.0,0.0
CUST001026,36.0,Male,Indianapolis,Enterprise,198.55,8.0,6.0,2.0,44.0,33.0,7.0,PayPal,Monthly,Yes,Friend,No,iPhone,Fast,1603.87,No,24.81875,0.75,0.25,33.09166666666667,48.55,0.0,0.0
CUST001069,57.0,Female,Jacksonville,Enterprise,207.08,4.0,2.0,2.0,63.0,47.0,6.0,Bank Transfer,Monthly,No,Organic Search,Yes,iPhone,Fast,1140.81,No,51.77,0.5,0.5,103.54,47.599999999999994,0.0,0.0
CUST000842,40.0,Male,Houston,Basic,10.0,7.0,4.0,4.0,27.0,52.0,7.0,Credit Card,Monthly,Yes,Organic Search,Yes,Desktop,Medium,209.65,Yes,1.4285714285714286,0.5714285714285714,0.5714285714285714,2.5,31.15,0.0,1.0
CUST001467,25.0,Female,Seattle,Basic,20.21,20.0,21.0,2.0,41.0,6.0,7.0,PayPal,Yearly,Yes,Advertisement,No,Desktop,Medium,816.3,No,1.0105,1.05,0.1,0.9623809523809524,53.95,0.0,0.0
CUST001845,24.0,Male,New York,Standard,63.24,4.0,1.0,4.0,39.0,62.0,4.0,Credit Card,Quarterly,No,Social Media,No,Android,Medium,78.28,Yes,15.81,0.25,1.0,63.24,16.049999999999997,1.0,1.0
CUST000533,35.0,Female,Boston,Standard,37.88,10.0,10.0,3.0,69.0,12.0,10.0,Debit Card,Monthly,Yes,Friend,No,iPhone,Slow,603.85,No,3.7880000000000003,1.0,0.3,3.7880000000000003,80.55,0.0,0.0
CUST001614,41.0,Female,Indianapolis,Premium,103.16,1.0,0.0,3.0,22.0,22.0,7.0,Credit Card,,Yes,Organic Search,Yes,iPhone,Fast,102.85,No,103.16,0.0,3.0,,38.9,0.0,0.0
CUST000191,61.0,Female,,Standard,83.52,3.0,2.0,0.0,96.0,0.0,10.0,Bank Transfer,Monthly,Yes,Organic Search,No,Android,Fast,64.67,No,27.84,0.6666666666666666,0.0,41.76,103.2,0.0,0.0
CUST001649,38.0,Female,Nashville,Premium,87.37,3.0,1.0,3.0,20.0,6.0,5.0,Credit Card,Monthly,No,Social Media,Yes,iPhone,Medium,188.51,No,29.123333333333335,0.3333333333333333,1.0,87.37,30.0,0.0,0.0
CUST001101,54.0,Female,Chicago,Standard,73.22,17.0,15.0,1.0,39.0,39.0,8.0,Credit Card,Quarterly,Yes,Organic Search,No,Tablet,Fast,1023.98,No,4.307058823529411,0.8823529411764706,0.058823529411764705,4.881333333333333,53.3,0.0,0.0
CUST000438,27.0,Male,Denver,Standard,50.45,9.0,8.0,0.0,30.0,30.0,6.0,PayPal,Yearly,No,Social Media,Yes,iPhone,Slow,371.63,No,5.605555555555556,0.8888888888888888,0.0,6.30625,42.0,0.0,0.0
CUST000563,41.0,Male,San Antonio,Standard,18.41,7.0,3.0,2.0,21.0,,8.0,Credit Card,Quarterly,Yes,Organic Search,No,iPhone,Medium,449.62,Yes,2.63,0.42857142857142855,0.2857142857142857,6.136666666666667,,0.0,0.0
CUST000659,55.0,Female,Nashville,Premium,141.34,20.0,6.0,4.0,24.0,75.0,7.0,PayPal,Monthly,Yes,Advertisement,No,iPhone,Medium,4026.87,Yes,7.067,0.3,0.2,23.55666666666667,24.049999999999997,1.0,1.0
CUST001621,47.0,Male,Chicago,Premium,114.11,3.0,2.0,4.0,38.0,39.0,6.0,Bank Transfer,Monthly,Yes,Social Media,Yes,iPhone,Slow,425.63,Yes,38.03666666666667,0.6666666666666666,1.3333333333333333,57.055,33.35,0.0,1.0
CUST000404,35.0,,Boston,Standard,42.22,1.0,1.0,3.0,35.0,,6.0,Bank Transfer,Monthly,Yes,Organic Search,No,Desktop,Medium,101.26,Yes,42.22,1.0,3.0,42.22,,0.0,0.0
